Protein,Charge,Drift,CCS,CCS Std.Dev.,Normalized_Intensity,Scaled_Intensity,m/z
mAb4,21,0.019632,6656.31,22.072,0.0006071485138060293,42.0799609656142,7004.1120379047625
mAb4,21,0.01977,6677.63,22.0608,0.0007021804550974077,48.666389638492944,7004.1120379047625
mAb4,21,0.019908,6698.85,22.02,0.0008236101578586136,57.082381831615784,7004.1120379047625
mAb4,21,0.020046,6719.98,21.9907,0.0006863417982155113,47.568651526346486,7004.1120379047625
mAb4,21,0.020184,6741.06,22.0028,0.0010453513542051634,72.45071540166619,7004.1120379047625
mAb4,21,0.020323,6762.25,22.0038,0.0009872762789715432,68.42567565712918,7004.1120379047625
mAb4,21,0.020461,6783.22,21.9987,0.0017739295707723986,122.94666856040323,7004.1120379047625
mAb4,21,0.020599,6804.13,21.9912,0.0,0.0,7004.1120379047625
mAb4,21,0.020737,6824.98,21.9843,0.0003906868697534449,27.077540099612612,7004.1120379047625
mAb4,21,0.020876,6845.92,21.9778,0.0006810622459215459,47.20273882229767,7004.1120379047625
mAb4,21,0.021014,6866.65,21.9719,0.0010242331450293015,70.98706458547092,7004.1120379047625
mAb4,21,0.021152,6887.31,21.9665,0.0008130510532706826,56.35055642351814,7004.1120379047625
mAb4,21,0.021291,6908.06,21.9617,0.0008869647853861993,61.47333428020161,7004.1120379047625
mAb4,21,0.021429,6928.61,21.9573,0.0006388258275698221,44.275437189907116,7004.1120379047625
mAb4,21,0.021567,6949.09,21.9535,0.000570191647748271,39.51857203727247,7004.1120379047625
mAb4,21,0.021705,6969.52,21.9501,0.00025341851011034263,17.563809794343317,7004.1120379047625
mAb4,21,0.021844,6990.03,21.9472,0.0009555989652077504,66.23019943283626,7004.1120379047625
mAb4,21,0.021982,7010.34,21.9448,0.0003748482128715485,25.97980198746616,7004.1120379047625
mAb4,21,0.02212,7030.59,21.9429,0.0006441053798637875,44.64134989395593,7004.1120379047625
mAb4,21,0.022258,7050.78,21.9414,0.0008447283670344755,58.54603264781106,7004.1120379047625
mAb4,21,0.022396,7070.92,21.9403,0.0007285782165672351,50.49595315873704,7004.1120379047625
mAb4,21,0.022535,7091.14,21.9397,0.000659944036745684,45.73908800610239,7004.1120379047625
mAb4,21,0.022673,7111.17,21.9395,0.0009608785175017158,66.59611213688508,7004.1120379047625
mAb4,21,0.022811,7131.14,21.9398,0.00030093448075603187,20.857024130782687,7004.1120379047625
mAb4,21,0.022949,7151.06,21.9404,0.0004857188110448234,33.66396877249136,7004.1120379047625
mAb4,21,0.023088,7171.06,21.9415,0.00019534343487672245,13.538770049806306,7004.1120379047625
mAb4,21,0.023226,7190.87,21.9429,0.0005965894092180983,41.348135557516564,7004.1120379047625
mAb4,21,0.023364,7210.63,21.9448,0.0010823082202629218,75.01210433000793,7004.1120379047625
mAb4,21,0.023503,7230.47,21.947,0.0006441053798637875,44.64134989395593,7004.1120379047625
mAb4,21,0.023641,7250.12,21.9497,0.0008869647853861993,61.47333428020161,7004.1120379047625
mAb4,21,0.023779,7269.72,21.9526,0.001140383295496542,79.03714407454494,7004.1120379047625
mAb4,21,0.023917,7289.26,21.956,0.0007021804550974077,48.666389638492944,7004.1120379047625
mAb4,21,0.024056,7308.9,21.9597,0.00038012776516551397,26.345714691514978,7004.1120379047625
